id,state_1,state_2
1240,2016-02-29 12:09:08.1163150,2016-02-29 17:16:28.2085490
1241,2016-02-29 12:18:11.2230100,
1242,2016-02-29 12:35:09.9324730,2016-02-29 17:14:57.2533420
1243,2016-02-29 12:49:08.4552360,2016-02-29 17:17:30.7826350
1244,2016-02-29 12:49:14.5928000,2016-02-29 17:19:02.2909570
1245,2016-02-29 14:30:15.3821060,2016-02-29 17:21:42.3584510
1246,2016-02-29 15:02:10.2498190,2016-03-01 14:14:40.7949580
1247,2016-02-29 15:48:10.5919490,2016-03-01 16:32:41.9055030
1248,2016-02-29 16:05:10.2837300,2016-02-29 17:25:56.1586820
1249,2016-02-29 16:16:10.8494120,2016-03-01 16:50:42.4306980
1250,2016-02-29 18:41:08.2313330,2016-03-01 16:53:42.0836110
1251,2016-02-29 22:15:10.4865810,2016-03-01 17:40:47.2207960
1252,2016-02-29 23:02:10.5338300,2016-03-01 17:44:31.0908800
1253,2016-02-29 23:33:08.4610360,2016-03-01 17:46:03.5130490
1254,2016-03-01 00:05:10.0061920,2016-03-01 18:09:04.7426240
1255,2016-03-01 06:36:10.3395660,2016-03-02 11:07:03.1090170
1256,2016-03-01 08:48:10.8858300,2016-03-01 18:30:28.4063810
1257,2016-03-01 09:25:09.5856150,2016-03-02 17:34:07.7310510
1258,2016-03-01 10:43:07.6768120,2016-03-01 18:15:52.3586820
1259,2016-03-01 11:05:10.3063010,2016-03-02 11:23:55.0094460
1260,2016-03-01 12:16:10.8549440,
1261,2016-03-01 12:41:08.3474420,2016-03-07 09:43:19.9035080
1262,2016-03-01 12:58:10.8605450,2016-03-01 18:20:40.4914590
1263,2016-03-01 13:48:11.2269760,
1264,2016-03-01 14:36:11.7080310,2016-03-02 11:42:09.7633940
1265,2016-03-01 16:30:14.7838160,2016-03-02 16:07:18.0215920
1266,2016-03-01 16:32:10.4331590,2016-03-02 13:43:13.5973030
1267,2016-03-01 17:10:15.5183580,2016-03-02 11:45:46.0750580
1268,2016-02-28 22:58:09.9466090,2016-03-01 12:48:05.6296640
1269,2016-03-01 20:39:08.2366540,2016-03-02 17:02:40.4619530
1270,2016-03-01 21:01:07.7629810,2016-03-02 17:02:57.1622190
1271,2016-03-01 21:21:07.3613360,2016-03-03 13:56:02.3344860
1272,2016-03-01 21:21:13.2589160,2016-03-03 19:01:18.8150940
1273,2016-03-01 21:25:09.4202760,2016-03-02 17:08:50.0905460
1274,2016-03-01 21:25:15.6595220,
1275,2016-03-01 21:32:11.3046750,2016-03-02 17:23:23.1134890
1276,2016-03-01 22:01:08.2273780,2016-03-02 17:17:07.7453550
1277,2016-03-01 23:00:14.9831100,2016-03-03 20:56:16.0656190
1278,2016-03-01 23:24:10.2470990,2016-03-02 17:33:10.3578630
1279,2016-03-02 06:24:10.8932770,2016-03-02 17:43:18.2073070
1280,2016-03-02 06:59:09.5785530,2016-03-02 16:16:05.2947780
1281,2016-03-02 08:13:08.8885650,
1282,2016-03-02 08:49:08.3424970,2016-03-02 17:39:26.0454250
1283,2016-03-02 09:04:11.4095370,2016-03-03 20:47:21.9353140
1284,2016-03-02 09:30:15.9993140,
1285,2016-03-02 09:58:10.9445270,2016-03-03 19:22:08.7640860
1286,2016-03-02 10:45:11.1644070,2016-03-02 17:51:27.9871030
1287,2016-03-02 11:20:14.4878520,2016-03-03 20:48:56.8760660
1288,2016-03-02 11:37:08.9503320,
1289,2016-03-02 11:50:15.1640220,2016-03-03 20:50:01.5811850
1290,2016-03-02 12:10:14.4415800,2016-03-02 17:56:26.7451930
1291,2016-03-02 12:38:11.4780200,2016-03-02 17:57:37.5259870
1292,2016-03-02 13:03:08.6503690,2016-03-02 17:59:59.1862800
1293,2016-03-02 13:46:11.8865960,2016-03-02 18:10:52.6823370
1294,2016-03-02 14:05:09.5448180,2016-03-02 17:53:43.6971090
1295,2016-03-02 14:17:08.3609190,2016-03-02 19:06:29.3942810
1296,2016-03-02 16:35:09.9630120,2016-03-03 19:22:27.2608720
1297,2016-03-02 16:55:10.2291540,2016-03-02 18:02:50.8677560
1298,2016-03-02 17:00:15.6219400,2016-03-03 14:04:04.5052190
1299,2016-03-02 17:59:07.7863290,2016-03-03 14:25:14.2964270
1300,2016-03-02 18:03:08.5694760,2016-03-03 18:51:56.4499210
1301,2016-03-02 18:19:07.8283600,2016-03-03 14:38:10.3526450
1302,2016-03-02 18:58:10.5281500,2016-03-03 14:41:03.7667960
1303,2016-03-02 19:20:13.6859280,2016-03-03 14:57:36.5884200
1304,2016-03-02 20:46:10.4946780,2016-03-03 15:33:31.4477930
1305,2016-03-02 21:07:08.4857330,2016-03-03 15:54:55.4123710
1306,2016-03-02 21:26:10.6778440,2016-03-03 15:39:25.2590890
1307,2016-03-02 21:58:11.0558870,2016-03-03 15:56:54.6937200
1308,2016-03-02 23:08:10.7074410,2016-03-03 18:51:39.5148990
1309,2016-03-03 01:18:10.8224830,2016-03-03 18:51:58.2720520
1310,2016-03-03 03:01:08.8603610,2016-03-09 15:26:41.0474110
1311,2016-03-03 09:05:09.4617640,2016-03-06 12:42:34.6221610
1312,2016-03-03 09:26:10.8845370,
1313,2016-03-03 10:05:10.9821710,2016-03-06 11:48:00.4550560
1314,2016-03-03 10:11:08.6617750,2016-03-03 19:25:30.9393450
1315,2016-03-03 10:58:11.8103150,2016-03-04 12:23:47.3549510
1316,2016-03-03 11:22:10.7767880,2016-03-03 19:28:26.1436600
1317,2016-03-03 11:24:11.7664050,2016-03-03 20:25:54.2874080
1318,2016-03-03 12:28:10.4943270,2016-03-03 19:32:13.9826990
1319,2016-03-03 12:50:14.1599410,2016-03-04 12:26:54.4054640
1320,2016-03-03 13:29:09.0389610,2016-03-03 19:33:38.4369410
1321,2016-03-03 13:47:08.6895230,2016-03-07 15:35:49.5342430
1322,2016-03-03 14:27:08.3115440,
1323,2016-03-03 16:27:07.9867020,2016-03-11 09:30:57.6519230
1324,2016-03-03 16:55:10.3633900,2016-03-04 12:30:48.7048950
1325,2016-03-03 16:59:08.4925050,2016-03-04 12:35:16.3347660
1326,2016-03-03 18:11:07.8932100,2016-03-03 21:16:45.6417540
1327,2016-03-03 18:52:50.1767950,2016-03-04 12:36:28.9702550
1328,2016-03-03 21:40:14.2137360,2016-03-04 12:42:41.6222460
1329,2016-03-03 21:47:07.8208310,2016-03-04 12:48:10.9799970
1330,2016-03-03 22:16:10.7267440,2016-03-04 12:44:32.4030650
1331,2016-03-03 22:20:14.1438940,2016-03-04 12:47:46.3805220
1332,2016-03-04 08:57:07.8083290,2016-03-04 12:51:01.0044480
1333,2016-03-04 09:14:09.5584020,2016-03-04 12:53:19.7208270
1334,2016-03-04 09:52:10.5541400,2016-03-07 09:57:23.5961900
1335,2016-03-04 10:08:11.8479650,
1336,2016-03-04 11:34:03.6926980,2016-03-04 13:32:15.6453200
1337,2016-03-04 13:11:45.3781090,2016-03-16 19:23:11.6054580
1338,2016-03-04 13:31:08.1739450,
1339,2016-03-04 14:43:09.0803040,2016-03-09 13:42:53.3234310
1340,2016-03-04 15:48:10.8192130,2016-03-07 22:12:30.7885600
1341,2016-03-04 16:18:11.0227050,2016-03-10 14:19:10.4932110
1342,2016-03-04 16:28:11.2270010,
1343,2016-03-04 17:46:04.8768160,2016-04-23 10:48:29.9464930
1344,2016-03-04 18:19:08.7531890,
1345,2016-03-04 18:49:08.1673970,
1346,2016-03-04 20:37:04.7928110,2016-03-07 11:00:23.0258690
1347,2016-03-04 21:07:07.9273040,2016-03-07 11:02:52.1533740
1348,2016-03-04 21:19:08.4904280,2016-03-07 11:06:31.0870850
1349,2016-03-04 21:42:10.3186150,
1350,2016-03-04 23:56:10.9901800,2016-03-07 11:11:41.1245200
1351,2016-03-05 07:47:08.1836830,
1352,2016-03-05 10:33:08.1515370,2016-03-07 11:20:50.9717780
1353,2016-03-05 11:59:08.2621720,2016-03-07 11:31:47.4163790
1354,2016-03-05 13:12:10.6173390,2016-03-09 12:42:32.7664400
1355,2016-03-05 14:07:08.6662100,2016-03-09 13:06:49.3066450
1356,2016-03-05 14:48:10.8921500,2016-03-07 15:06:21.7648590
1357,2016-03-05 15:22:10.6301580,2016-03-09 13:39:08.5660120
1358,2016-03-05 15:52:10.9973920,2016-03-07 15:07:31.7480620
1359,2016-03-05 16:00:15.4278580,2016-03-07 15:09:50.8637610
1360,2016-03-05 17:14:11.0851700,2016-03-07 15:51:01.1740300
1361,2016-03-05 19:30:14.8637220,2016-03-09 13:44:26.2083240
1362,2016-03-05 21:01:08.3215520,
1363,2016-03-06 07:34:10.2138330,2016-03-07 15:44:04.1932610
1364,2016-03-06 08:42:10.2463590,2016-03-07 12:00:02.8619560
1365,2016-03-06 11:06:11.1233010,2016-03-09 12:40:44.4388660
1366,2016-03-06 11:18:10.7136170,2016-03-07 11:18:45.7093670
1367,2016-03-06 12:08:10.4992030,2016-03-07 11:35:31.8027800
1368,2016-03-06 16:57:07.9472290,2016-03-07 14:12:32.6109180
1369,2016-03-06 20:24:08.4887850,2016-03-09 12:42:04.7448190
1370,2016-03-06 20:36:12.1866930,2016-03-07 14:57:36.3644250
1371,2016-03-06 21:34:10.0250820,2016-03-07 14:01:33.3257340
1372,2016-03-06 21:38:10.7827840,2016-03-07 15:04:21.4502530
1373,2016-03-06 21:54:10.0625630,2016-03-07 17:43:43.3214560
1374,2016-03-06 22:24:10.9401240,2016-03-07 17:45:32.4924930
1375,2016-03-06 23:06:10.7857070,2016-03-09 20:51:49.6027940
1376,2016-03-06 23:23:09.6560880,
1377,2016-03-07 01:04:11.1266550,2016-03-07 17:54:25.3960110
1378,2016-03-07 02:06:11.0128790,2016-03-09 13:49:54.0276530
1379,2016-03-07 06:05:10.0210610,2016-03-07 18:01:04.2119970
1380,2016-03-07 08:32:10.8999510,2016-03-07 18:29:50.1070960
1381,2016-03-07 09:19:05.8904150,2016-03-07 18:31:01.5448330
1382,2016-03-07 09:40:14.1748000,
1383,2016-03-07 12:22:11.2181380,
1384,2016-03-07 12:44:30.7806660,2016-03-22 13:21:46.5648380
1385,2016-03-07 13:00:16.0425900,2016-03-09 20:51:43.8208710
1386,2016-03-07 13:17:09.1769240,2016-03-07 18:34:06.9836140
1387,2016-03-07 16:09:08.1588610,2016-03-07 22:09:55.8081230
1388,2016-03-07 17:10:14.6880310,2016-03-09 14:01:07.3875960
1389,2016-03-07 17:34:10.4214480,2016-03-10 16:08:53.2552000
1390,2016-03-07 18:53:08.1749440,2016-03-07 22:12:17.2211610
1391,2016-02-16 02:02:10.4068190,2016-02-16 17:19:09.2347560
1392,2016-03-07 19:31:09.7172450,2016-03-07 22:15:09.3269900
1393,2016-03-07 19:33:08.6244400,2016-03-09 14:07:59.1378580
1394,2016-03-07 20:00:15.1767670,2016-03-10 09:56:59.8541800
1395,2016-03-07 20:18:11.0450470,2016-03-09 14:11:06.6405700
1396,2016-03-07 20:50:13.9507410,2016-03-07 22:16:19.1576620
1397,2016-03-07 21:12:11.5703020,2016-03-07 22:39:52.4045080
1398,2016-03-07 21:24:11.0999630,2016-03-07 22:20:59.4631410
1399,2016-03-07 21:25:10.1929040,2016-03-09 14:15:54.5303810
1400,2016-03-07 21:25:16.1569320,2016-03-08 09:34:38.5295380
1401,2016-03-07 21:40:14.6733440,2016-03-09 14:43:58.1357890
1402,2016-03-07 21:25:16.1569320,2016-03-08 09:34:38.5295380
1403,2016-03-07 21:52:10.3367720,2016-03-10 16:57:26.5598720
1404,2016-03-07 22:38:10.6367500,
1405,2016-03-07 22:38:16.4425570,2016-03-10 20:36:30.8221000
1406,2016-03-07 22:50:14.7184230,2016-03-09 15:05:54.0256890
1407,2016-03-07 23:11:08.5734690,2016-03-10 23:33:31.0537940
1408,2016-03-07 23:54:10.4148730,2016-03-09 15:13:29.9410930
1409,2016-03-08 00:00:14.9934570,2016-03-09 15:26:08.8818360
1410,2016-03-08 00:12:10.2142070,2016-03-10 21:45:54.4898510
1411,2016-03-08 00:41:08.4305570,2016-03-10 22:09:30.4710370
1412,2016-03-08 01:14:10.4660910,
1413,2016-03-08 01:14:17.0740800,2016-03-09 15:35:12.9495420
1414,2016-03-08 03:30:15.7079870,2016-03-11 00:13:30.5706310
1415,2016-03-08 05:47:07.2836790,2016-03-09 17:19:14.1818200
1416,2016-03-08 05:48:11.2033120,2016-03-09 16:30:58.5903800
1417,2016-03-08 06:21:07.9727780,2016-03-09 17:32:49.1700100
1418,2016-03-08 07:45:12.3564370,2016-03-09 20:40:53.3120240
1419,2016-03-08 07:48:11.2522840,2016-03-09 17:38:49.0365220
1420,2016-03-08 08:47:08.1596210,2016-03-09 20:44:59.6074730
1421,2016-03-08 08:59:08.4879010,2016-03-09 19:09:45.8769460
1422,2016-03-08 09:04:11.0879840,2016-03-09 19:15:51.0063630
1423,2016-03-08 09:24:11.3138360,2016-03-09 21:03:47.2132770
1424,2016-03-08 10:06:10.9133630,2016-03-09 20:54:51.3777710
1425,2016-03-08 11:34:10.8799020,2016-03-09 20:57:43.3871620
1426,2016-03-08 11:51:08.0876230,2016-03-09 21:08:18.6222380
1427,2016-03-08 12:00:16.5159020,2016-03-09 12:51:54.6261400
1428,2016-03-08 12:15:10.6802280,2016-03-10 23:35:11.1319350
1429,2016-03-08 12:16:10.7129880,2016-03-09 19:30:42.2976110
1430,2016-03-08 12:17:08.1980170,2016-03-09 19:33:56.7552060
1431,2016-03-08 12:27:09.7263850,2016-03-09 21:09:47.4136800
1432,2016-03-08 12:29:07.9003090,2016-03-11 00:50:37.0934950
1433,2016-03-08 12:33:09.7891570,2016-03-09 20:18:07.7246740
1434,2016-03-08 12:51:08.1820680,2016-03-09 19:35:33.1462060
1435,2016-03-08 12:59:08.4110950,2016-03-09 19:38:13.6985200
1436,2016-03-08 13:03:08.7662520,2016-03-09 19:40:04.7383110
1437,2016-03-08 14:07:08.8230650,
1438,2016-03-08 14:18:11.3083200,2016-03-09 19:50:37.8318210
1439,2016-03-08 14:20:15.2177710,2016-03-09 17:46:30.2998680
1440,2016-03-08 14:56:12.0032950,2016-03-09 17:51:43.7775820
1441,2016-03-08 15:12:10.5053040,2016-03-09 17:56:48.4893510
1442,2016-03-08 15:14:11.3933890,2016-03-13 17:58:44.9116050
1443,2016-03-08 15:31:08.8054950,2016-03-09 18:07:31.4497820
1444,2016-03-08 15:42:09.8881700,2016-03-09 18:29:28.9448820
1445,2016-03-08 16:03:07.7551080,2016-03-09 18:09:26.8271390
1446,2016-03-08 17:11:07.7667330,2016-03-09 18:34:22.8964920
1447,2016-03-08 18:07:08.1273240,2016-03-09 18:46:45.9748640
1448,2016-03-08 18:18:10.9954550,2016-03-09 18:39:20.6323350
1449,2016-03-08 18:49:07.8401040,2016-03-09 18:49:06.0054990
1450,2016-03-08 19:50:14.1257140,
1451,2016-03-08 19:51:08.2639380,2016-03-09 18:55:21.9965010
1452,2016-03-08 20:13:07.5539410,2016-03-10 10:35:47.3318900
1453,2016-03-08 20:36:11.7302610,2016-03-09 19:00:10.9698380
1454,2016-03-08 20:43:07.6296090,
1455,2016-03-08 21:25:09.6111790,2016-03-09 20:24:49.2102090
1456,2016-03-08 21:42:10.5072560,2016-03-09 20:31:38.1444340
1457,2016-03-08 21:50:14.1175210,2016-03-11 20:19:49.4048780
1458,2016-03-08 22:17:07.6731270,
1459,2016-03-08 22:24:10.3955620,2016-03-09 20:16:06.0182320
1460,2016-03-08 23:05:09.7334920,2016-03-09 21:11:16.0220330
1461,2016-03-08 23:33:08.1034540,2016-03-10 20:39:31.5256320
1462,2016-03-09 00:20:13.6559400,2016-03-10 20:41:35.8531580
1463,2016-03-09 08:05:11.5140690,2016-03-10 21:07:10.8325900
1464,2016-03-09 08:20:14.9688370,2016-03-10 20:47:18.0685330
1465,2016-03-09 08:32:10.7983560,2016-03-10 10:46:47.0240680
1466,2016-03-09 09:16:11.1688980,2016-03-10 20:42:49.4714120
1467,2016-03-09 09:17:08.5844310,2016-03-10 20:45:12.0845940
1468,2016-03-09 09:19:08.4639540,2016-03-10 10:45:23.2112310
1469,2016-03-09 10:34:11.8108600,2016-03-09 20:15:36.5716960
1470,2016-03-09 10:53:10.0945580,2016-03-10 12:55:06.0418100
1471,2016-03-09 10:54:10.8443180,2016-03-09 20:11:07.5213610
1472,2016-03-09 11:10:14.3488830,2016-03-10 16:05:44.3017590
1473,2016-03-09 11:10:42.0784360,2016-03-10 10:03:16.6443570
1474,2016-03-09 11:15:10.9437400,2016-03-10 22:30:55.6249170
1475,2016-03-09 11:31:08.0241010,2016-03-10 10:10:04.6188390
1476,2016-03-09 11:45:10.7973530,2016-03-10 20:49:26.3645290
1477,2016-03-09 12:37:09.0424860,2016-03-10 10:11:51.5691520
1478,2016-03-09 12:46:11.1834420,2016-03-10 20:50:35.3822620
1479,2016-03-09 13:20:14.5747030,2016-03-10 20:53:40.1595920
1480,2016-03-09 13:23:07.5559090,2016-03-10 20:55:00.7939540
1481,2016-03-09 13:27:07.8341560,2016-03-10 10:13:46.6590980
1482,2016-03-09 14:12:10.8245430,2016-03-10 20:58:58.9171600
1483,2016-03-09 14:44:11.1511930,2016-03-10 10:26:29.8523930
1484,2016-03-09 15:12:10.8450050,2016-03-10 10:17:51.1038290
1485,2016-03-09 15:41:08.1951440,2016-03-10 21:00:06.6920830
1486,2016-03-09 15:44:10.4956260,
1487,2016-03-09 16:24:10.9543930,2016-03-10 10:19:51.1363040
1488,2016-03-09 16:41:08.4579410,2016-03-10 21:01:47.9761350
1489,2016-03-09 16:43:08.3859070,2016-03-10 10:21:47.2100500
1490,2016-03-09 16:56:10.8356300,2016-03-10 21:02:33.1401060
1491,2016-03-09 17:00:16.2116860,2016-03-10 21:04:41.6165100
1492,2016-03-09 18:28:12.5643380,2016-03-10 10:26:27.2509180
1493,2016-03-09 18:35:10.1842520,2016-03-10 11:27:00.5552960
1494,2016-03-09 19:00:16.0612900,2016-03-10 19:35:00.2405450
1495,2016-03-09 19:10:14.3870350,2016-03-10 11:29:17.5900660
1496,2016-03-09 19:12:11.2235020,
1497,2016-03-09 19:26:11.0400000,2016-03-09 21:06:25.2067300
1498,2016-03-09 19:42:10.3130700,2016-03-10 23:38:36.1103550
1499,2016-03-09 20:42:10.3798160,2016-03-10 11:51:19.5614730
1500,2016-03-09 20:45:12.9223160,2016-03-10 11:39:25.0790430
1501,2016-03-09 21:10:15.7114880,2016-03-10 11:49:12.8341460
1502,2016-03-09 21:16:10.7786060,2016-03-10 11:52:51.3723080
1503,2016-03-09 21:16:10.7786060,2016-03-10 11:52:51.3723080
1504,2016-03-09 21:27:08.0738200,2016-03-10 09:16:42.9579790
1505,2016-03-09 21:30:15.4460130,2016-03-10 09:27:13.8758450
1506,2016-03-09 21:53:07.9891780,2016-03-10 17:02:53.5886780
1507,2016-03-09 22:37:09.1261190,
1508,2016-03-09 23:33:08.0903100,2016-03-10 11:32:45.1371220
1509,2016-03-10 00:01:08.3957440,2016-03-10 08:50:26.4293730
1510,2016-03-10 00:36:11.2604410,2016-03-10 11:53:53.9696970
1511,2016-03-10 01:02:10.7110540,2016-03-10 17:04:11.0719300
1512,2016-03-10 06:49:08.5691540,2016-03-10 11:58:39.3037350
1513,2016-03-10 07:00:14.7751590,2016-03-11 09:35:58.6198330
1514,2016-03-10 08:07:09.5591150,2016-03-10 12:00:57.2668440
1515,2016-03-10 08:32:11.2450860,2016-03-10 12:02:43.7771600
1516,2016-03-10 08:39:08.9522370,2016-03-10 11:35:38.8305870
1517,2016-03-10 09:15:11.3943520,2016-03-11 09:40:14.3467060
1518,2016-03-10 10:02:10.1062090,2016-03-10 11:24:41.7508510
1519,2016-03-10 10:15:10.9838660,2016-03-10 11:23:26.9298940
1520,2016-03-10 10:57:08.6913870,2016-03-11 09:47:20.1708920
1521,2016-03-10 11:11:08.5821520,2016-03-10 17:07:27.8796990
1522,2016-03-10 11:39:09.7886470,
1523,2016-03-10 12:09:08.5674910,2016-03-10 21:34:25.8340440
1524,2016-03-10 12:23:08.0806240,2016-03-10 21:19:57.1954610
1525,2016-03-10 12:38:10.1899210,2016-03-10 21:39:00.9985150
1526,2016-03-09 18:28:12.5643380,2016-03-10 10:26:27.2509180
1527,2016-03-09 18:28:12.5643380,2016-03-10 10:26:27.2509180
1528,2016-03-10 13:35:09.3609160,2016-03-10 21:55:50.7843170
1529,2016-03-10 14:00:32.3271620,2016-03-10 15:26:10.4867240
1530,2016-03-10 14:05:08.3752420,2016-03-10 21:58:25.0407250
1531,2016-03-10 14:18:10.6379930,
1532,2016-03-10 15:01:08.8880040,
1533,2016-03-10 15:20:15.6660230,
1534,2016-03-10 15:43:07.8375840,2016-03-10 22:11:23.9045680
1535,2016-03-10 16:16:10.3419320,2016-03-10 22:58:02.7897800
1536,2016-03-10 16:22:11.0926140,2016-03-12 14:03:10.4091270
1537,2016-03-10 17:13:08.6055740,2016-03-11 10:15:00.0665630
1538,2016-03-10 17:28:09.7692810,2016-03-13 10:16:13.2969300
1539,2016-03-10 17:29:08.4398800,2016-03-10 22:29:34.7406000
1540,2016-03-10 17:31:08.4408350,2016-03-10 22:38:15.6996720
1541,2016-03-10 18:17:08.7106380,2016-03-11 10:04:48.5756640
1542,2016-03-10 18:45:49.1197130,2016-03-11 10:10:39.1091460
1543,2016-03-10 19:15:10.8612000,2016-03-11 10:09:05.9944700
1544,2016-03-10 19:27:08.9214440,2016-03-29 14:51:48.1005400
1545,2016-03-10 19:36:10.0373380,2016-03-11 10:18:26.7720850
1546,2016-03-10 20:34:09.6430200,2016-03-11 10:19:31.3533010
1547,2016-03-10 21:20:13.6392800,2016-03-11 00:01:32.2132450
1548,2016-03-10 21:46:09.4922820,2016-03-11 20:11:47.2112360
1549,2016-03-10 21:48:09.6806210,2016-03-10 23:31:49.4546710
1550,2016-03-10 21:53:07.8514000,2016-03-11 00:05:39.1760540
1551,2016-03-10 22:08:09.8380080,2016-03-11 20:07:01.9097650
1552,2016-03-10 22:31:07.8452200,2016-03-11 10:21:27.4969490
1553,2016-03-10 22:53:08.0439630,2016-03-11 20:21:47.0495090
1554,2016-03-10 23:08:11.0150420,2016-03-11 10:32:11.0338540
1555,2016-03-10 23:19:08.6512070,2016-03-11 10:29:30.7229610
1556,2016-03-10 23:28:09.8591010,2016-03-11 10:51:43.3876720
1557,2016-03-10 23:34:10.2112770,2016-03-11 10:42:48.1439420
1558,2016-03-10 23:37:08.2845020,2016-03-16 19:21:38.5557550
1559,2016-03-10 23:53:08.5053790,
1560,2016-03-11 00:49:09.6233900,
1561,2016-03-11 07:10:13.9571270,2016-03-17 09:10:04.8523320
1562,2016-03-11 08:13:08.6972300,2016-03-16 19:15:19.7845380
1563,2016-03-11 08:28:10.3071560,2016-03-11 11:42:30.4915960
1564,2016-03-11 08:28:16.5716960,2016-03-11 11:27:49.9695710
1565,2016-03-11 08:59:12.9476300,
1566,2016-03-11 08:59:19.8853570,2016-03-11 20:39:26.8853190
1567,2016-03-11 10:18:11.3894280,2016-03-11 21:03:16.6375860
1568,2016-03-11 11:01:10.0872010,2016-03-14 05:54:09.7959040
1569,2016-03-11 11:18:09.6605150,
1570,2016-03-11 11:20:13.8284130,2016-03-11 18:22:33.0840750
1571,2016-03-11 11:20:20.8208550,
1572,2016-03-11 11:36:11.3663740,2016-03-11 18:17:27.9017070
1573,2016-03-11 11:43:08.5771630,2016-03-11 18:20:28.4754020
1574,2016-03-11 12:10:13.6749400,2016-03-11 18:25:54.0322280
1575,2016-03-11 12:16:10.3223320,2016-03-11 18:30:00.8314980
1576,2016-03-11 12:37:08.7639860,2016-03-11 18:39:07.1144860
1577,2016-03-11 12:53:08.5682760,2016-03-11 18:36:18.5195270
1578,2016-03-11 13:11:08.6331970,2016-03-11 18:46:15.3204260
1579,2016-03-11 13:27:08.1512770,2016-03-14 05:40:26.1891570
1580,2016-03-11 16:36:09.6168140,2016-03-11 18:47:22.3923670
1581,2016-03-11 17:40:13.7476820,2016-03-12 11:33:58.4464490
1582,2016-03-11 17:48:10.6629680,2016-03-14 05:42:53.0842250
1583,2016-03-11 19:52:10.1300170,2016-03-14 12:12:42.1168800
1584,2016-03-11 19:54:09.6729570,2016-03-12 11:37:20.7473150
1585,2016-03-11 20:54:10.1151340,
1586,2016-03-11 22:22:09.8305810,2016-03-12 11:51:49.2326250
1587,2016-03-11 22:45:11.5866890,
1588,2016-03-11 23:10:13.6180310,2016-03-12 11:57:10.4037200
1589,2016-03-11 23:18:10.3317530,2016-03-12 12:05:38.9267250
1590,2016-03-11 23:55:09.8575450,2016-03-12 12:10:45.7071320
1591,2016-03-12 01:26:09.8879480,2016-03-12 12:16:04.7818800
1592,2016-03-12 01:50:13.4257770,2016-03-16 19:09:02.4206830
1593,2016-03-12 04:39:08.8279620,2016-03-13 19:15:03.9206780
1594,2016-03-12 07:39:08.0028530,2016-03-13 19:09:27.1209980
1595,2016-03-12 07:49:08.1689600,2016-03-12 12:17:18.9241080
1596,2016-03-12 08:48:10.1347760,2016-03-12 12:43:25.7160690
1597,2016-03-12 09:13:08.5958850,2016-03-13 17:05:47.1217470
1598,2016-03-12 09:15:10.9269800,2016-03-12 12:21:06.9655600
1599,2016-03-12 09:42:09.3928930,2016-03-12 12:19:52.5778320
1600,2016-03-12 09:42:09.3928930,2016-03-12 12:19:52.5778320
1601,2016-03-12 10:21:08.2800280,
1602,2016-03-12 11:25:10.2225860,2016-03-12 14:28:12.1684420
1603,2016-03-12 11:40:14.1582400,2016-03-12 14:30:45.4672850
1604,2016-03-12 12:16:09.4748230,2016-03-13 10:43:33.3779030
1605,2016-03-12 12:16:15.5096300,2016-03-16 13:55:44.6104530
1606,2016-03-12 13:30:14.4293160,2016-03-12 14:59:42.9311000
1607,2016-03-12 14:25:09.7200400,2016-03-13 14:53:44.6701520
1608,2016-03-12 14:28:09.5327810,2016-03-12 17:45:19.5960780
1609,2016-03-12 14:39:07.6171840,2016-03-14 04:16:19.6309880
1610,2016-03-12 15:11:11.0370890,2016-03-13 10:20:20.2495100
1611,2016-03-12 16:38:10.1249630,2016-03-18 12:55:15.5855670
1612,2016-03-12 16:40:13.8670740,2016-03-13 10:35:52.7055310
1613,2016-03-12 16:44:09.7375660,
1614,2016-03-12 17:06:09.6359120,2016-03-13 10:40:01.5998630
1615,2016-03-12 17:31:08.7119950,2016-03-14 12:22:08.9241520
1616,2016-03-12 18:12:10.3761390,2016-03-14 15:16:55.3821090
1617,2016-03-12 19:15:10.8741810,
1618,2016-03-12 20:41:08.1419220,2016-03-13 15:19:11.8958860
1619,2016-03-12 21:56:09.7952550,2016-03-13 11:07:09.5658470
1620,2016-03-12 23:34:09.9747110,2016-03-13 13:39:27.0097750
1621,2016-03-12 23:49:08.1552690,2016-03-13 10:52:51.0167580
1622,2016-03-12 23:49:14.3361570,2016-03-15 08:14:53.0026250
1623,2016-03-13 00:38:09.9038690,2016-03-14 15:19:25.0150900
1624,2016-03-13 02:42:10.3408790,2016-03-13 14:26:13.4851410
1625,2016-03-13 03:00:14.7685100,2016-03-13 14:29:18.2225950
1626,2016-03-13 03:05:10.4145520,2016-03-13 13:51:21.8547030
1627,2016-03-13 07:01:08.5316130,2016-03-14 06:13:33.9457360
1628,2016-03-13 08:03:08.2456160,2016-03-13 14:30:59.5017270
1629,2016-03-13 08:04:09.5508510,2016-03-13 10:46:35.7480140
1630,2016-03-13 08:38:10.3625300,2016-03-13 14:32:52.7218300
1631,2016-03-13 08:43:08.1976980,2016-03-14 03:40:11.2785270
1632,2016-03-13 09:17:07.9748730,2016-03-13 15:22:30.6290520
1633,2016-03-13 09:21:08.3734280,2016-03-13 15:25:11.6013800
1634,2016-03-13 09:59:08.0272630,2016-03-13 15:32:22.9818800
1635,2016-03-13 10:30:14.2806890,2016-03-13 15:36:06.2452060
