id,state_1,state_2
405,2016-02-10 09:13:08.9030650,2016-02-10 13:06:59.5257130
406,2016-02-10 10:01:11.0354910,
407,2016-02-10 10:34:11.9433750,2016-02-10 11:42:37.5342680
408,2016-02-10 10:43:08.8406200,2016-02-10 20:54:58.8732810
409,2016-02-10 10:48:11.7720610,2016-02-10 12:39:57.2841890
410,2016-02-10 11:03:09.3945060,2016-02-10 12:31:18.6141860
411,2016-02-10 11:09:09.0376910,2016-02-11 19:49:35.8628610
412,2016-02-10 11:09:09.0376910,2016-02-11 19:49:35.8628610
413,2016-02-10 11:09:09.0376910,2016-02-11 19:49:35.8628610
414,2016-02-10 11:21:09.5913390,2016-02-10 13:00:45.1130370
415,2016-02-10 11:33:09.3492300,2016-02-10 12:43:03.4745310
416,2016-02-10 11:33:17.5057920,2016-02-10 14:56:34.3927170
417,2016-02-10 11:59:10.1594770,2016-02-10 15:00:07.5165010
418,2016-02-10 12:27:09.4010640,2016-02-10 20:59:01.2353000
419,2016-02-10 12:47:10.5386150,
420,2016-02-10 13:18:11.3436310,2016-02-25 16:02:08.4866680
421,2016-02-10 13:27:09.1664050,2016-02-10 15:25:00.2637600
422,2016-02-10 13:30:17.1033250,2016-02-10 15:31:41.9695740
423,2016-02-10 13:30:24.9446090,2016-02-10 15:33:50.7549470
424,2016-02-10 13:57:10.2423310,2016-02-10 15:26:44.2111090
425,2016-02-10 14:09:10.6482330,2016-02-11 20:22:47.9193040
426,2016-02-10 14:29:12.2573530,2016-02-11 21:24:19.1621780
427,2016-02-10 14:33:13.0666700,2016-02-11 22:05:13.3211800
428,2016-02-10 14:33:13.0666700,2016-02-11 22:05:13.3211800
429,2016-02-10 15:07:10.0950970,2016-02-10 15:54:11.8943510
430,2016-02-10 15:29:11.0691350,2016-02-14 16:32:51.3021110
431,2016-02-10 15:49:09.3739180,2016-02-15 12:02:33.5038240
432,2016-02-10 16:05:12.8007740,2016-02-10 19:59:03.9000740
433,2016-02-10 16:30:18.0894090,2016-02-10 20:04:45.7866750
434,2016-02-10 16:43:10.5477420,2016-02-10 20:00:34.8933550
435,2016-02-10 16:53:10.0424690,
436,2016-02-10 17:00:14.4911350,
437,2016-02-10 17:22:11.9412770,
438,2016-02-10 17:29:11.8444750,2016-02-10 21:44:17.4601680
439,2016-02-10 17:37:09.1669440,2016-02-11 08:35:39.0512420
440,2016-02-10 17:51:10.7276490,2016-02-10 20:03:10.6428480
441,2016-02-10 18:16:11.5528980,
442,2016-02-10 18:40:15.3837570,2016-02-11 08:39:36.4526370
443,2016-02-10 18:52:34.5476370,2016-02-11 08:48:29.8727730
444,2016-02-10 18:59:13.2174090,2016-02-11 08:51:08.1489750
445,2016-02-10 19:02:12.3308820,
446,2016-02-10 19:05:10.5253220,2016-02-11 09:05:30.5855530
447,2016-02-10 19:59:09.6581380,2016-02-11 09:09:09.2763300
448,2016-02-10 20:37:10.4907920,2016-02-15 15:36:01.9714900
449,2016-02-10 20:56:12.9716210,2016-02-11 09:13:59.4801820
450,2016-02-10 21:17:08.4285680,2016-02-12 07:32:48.5101970
451,2016-02-10 21:27:10.5872140,2016-02-11 09:18:17.8737910
452,2016-02-10 21:36:11.1655770,2016-02-11 09:20:23.7628250
453,2016-02-10 21:38:09.5762190,2016-02-11 09:22:31.6861660
454,2016-02-10 21:39:08.2043720,2016-02-11 09:23:57.2792790
455,2016-02-10 22:19:09.0728690,2016-02-11 09:29:11.1483420
456,2016-02-10 22:19:16.1555620,2016-02-11 09:29:31.4744390
457,2016-02-10 22:34:11.1420120,2016-02-11 09:32:22.8489900
458,2016-02-10 22:39:15.5300580,2016-02-11 09:33:48.0960100
459,2016-02-10 22:40:16.2961450,2016-02-11 09:43:49.1488000
460,2016-02-10 23:10:16.0329650,2016-02-11 09:47:22.4736610
461,2016-02-10 23:45:11.4762270,2016-02-11 12:37:15.7230690
462,2016-02-11 00:06:11.3636500,2016-02-11 09:57:57.7543090
463,2016-02-11 00:13:09.7044670,
464,2016-02-11 00:22:11.3757410,2016-02-11 09:56:37.7095030
465,2016-02-11 01:18:11.8297230,2016-02-11 12:37:14.8348280
466,2016-02-11 06:06:11.7677970,
467,2016-02-11 06:28:11.1604270,2016-02-11 11:06:56.1554960
468,2016-02-11 07:40:15.4592510,2016-02-11 13:23:20.9669040
469,2016-02-11 07:42:12.7748060,2016-02-11 12:37:13.3491510
470,2016-02-11 07:51:09.8841240,2016-02-11 12:37:11.1938000
471,2016-02-11 08:12:11.7265040,2016-02-11 12:37:31.9284270
472,2016-02-11 08:30:16.7880970,2016-02-11 12:37:25.1940360
473,2016-02-11 08:39:08.9317970,2016-02-18 17:10:36.5107900
474,2016-02-11 08:51:09.0462390,2016-02-11 13:32:48.0835710
475,2016-02-11 09:08:13.7864920,2016-02-11 13:53:09.2871040
476,2016-02-11 09:10:16.7510480,2016-02-22 09:38:43.3327110
477,2016-02-11 09:12:12.8851760,
478,2016-02-11 09:12:21.0884440,2016-02-11 15:00:50.1710440
479,2016-02-11 09:12:32.4682490,2016-02-11 15:11:51.9936430
480,2016-02-11 09:34:13.4312840,
481,2016-02-11 09:36:12.2858660,2016-02-11 15:13:16.1114620
482,2016-02-11 10:06:12.0050230,2016-02-11 15:15:16.3083870
483,2016-02-11 10:36:12.3065510,2016-02-11 15:34:12.1462520
484,2016-02-11 10:46:12.5466520,2016-02-11 18:43:37.3301650
485,2016-02-11 11:04:12.5542730,2016-02-11 15:38:59.1215700
486,2016-02-11 11:36:11.8181670,2016-02-11 15:45:12.9308380
487,2016-02-11 12:00:17.8277250,2016-02-12 20:06:03.9777540
488,2016-02-11 12:08:12.2935730,2016-02-11 15:48:53.0405040
489,2016-02-11 12:26:12.7100730,2016-02-11 15:50:42.9449530
490,2016-02-11 12:36:12.1075870,2016-02-11 15:52:17.3485970
491,2016-02-11 12:36:12.1075870,2016-02-11 15:52:17.3485970
492,2016-02-11 12:37:19.3469160,2016-02-11 15:53:13.8819740
493,2016-02-11 12:49:10.2030880,2016-02-11 15:56:00.3965200
494,2016-02-11 13:23:10.2325910,2016-02-11 20:50:04.3480830
495,2016-02-11 13:30:17.4725670,2016-03-31 18:34:21.9067350
496,2016-02-11 13:46:13.5248430,
497,2016-02-11 14:46:11.5113570,
498,2016-02-11 14:47:09.4510690,
499,2016-02-11 14:49:09.3974840,2016-02-11 17:04:02.7006860
500,2016-02-11 14:54:13.1310150,2016-02-11 17:05:44.0859950
501,2016-02-11 14:57:10.1252360,2016-02-16 18:22:19.1221200
502,2016-02-11 16:43:10.8330940,
503,2016-02-11 16:51:09.3380130,2016-02-15 18:17:29.3444920
504,2016-02-11 17:11:09.1538430,
505,2016-02-11 17:28:11.6772450,2016-02-12 21:56:02.2088190
506,2016-02-09 13:08:18.9326080,2016-02-09 15:22:28.4441970
507,2016-02-09 13:08:18.9326080,2016-02-09 15:22:28.4441970
508,2016-02-11 19:04:07.9549290,2016-02-12 18:06:22.5540920
509,2016-02-11 19:09:11.5360100,2016-02-12 09:02:36.2043060
510,2016-02-11 19:20:14.7250060,2016-02-12 11:31:45.9591510
511,2016-02-08 15:16:10.4109330,2016-02-08 17:57:42.1271170
512,2016-02-11 19:32:10.2032070,
513,2016-02-11 19:45:10.8455680,2016-02-15 13:28:03.9349490
514,2016-02-11 19:48:11.2261680,
515,2016-02-11 20:23:08.5545840,2016-02-12 07:56:21.6940020
516,2016-02-11 20:26:10.3686880,
517,2016-02-11 20:28:10.5325120,2016-02-12 13:54:36.8297160
518,2016-02-11 20:59:08.8146710,2016-02-12 13:48:10.9623550
519,2016-02-11 21:41:07.7305180,
520,2016-02-11 21:48:10.8916890,2016-02-12 08:07:10.0883320
521,2016-02-11 21:53:07.9535800,
522,2016-02-11 22:13:07.7700430,
523,2016-02-11 22:44:10.6761360,2016-02-12 08:11:16.4664770
524,2016-02-11 22:45:10.8041780,2016-02-12 21:47:24.7876360
525,2016-02-11 23:53:07.8890880,
526,2016-02-12 00:23:08.5042860,2016-02-12 08:22:55.6408230
527,2016-02-12 00:46:10.3634880,2016-02-12 12:58:40.8403780
528,2016-02-12 02:08:10.2581880,
529,2016-02-12 03:25:09.9888040,2016-02-12 08:29:47.9054170
530,2016-02-12 03:43:07.5564780,2016-02-12 08:36:18.0165120
531,2016-02-12 06:53:08.6748950,2016-02-12 09:05:08.3803020
532,2016-02-12 07:52:10.6725450,2016-02-12 09:01:49.4469450
533,2016-02-12 08:04:10.7923760,2016-02-12 11:34:52.7167290
534,2016-02-12 09:18:11.5216980,2016-02-13 11:34:08.8204570
535,2016-02-12 10:42:11.4274410,
536,2016-02-12 11:37:08.9140320,2016-02-12 15:47:49.8825730
537,2016-02-12 12:18:10.2826350,2016-02-12 15:52:02.6396570
538,2016-02-12 12:19:08.1200650,2016-02-12 15:54:13.5835830
539,2016-02-12 12:22:12.2811130,2016-02-12 15:58:24.3272270
540,2016-02-12 12:30:16.7667170,
541,2016-02-12 12:49:08.8732990,2016-02-15 07:34:18.0473020
542,2016-02-12 13:11:07.8177060,2016-02-12 21:50:16.6978600
543,2016-02-12 13:16:10.3426310,2016-02-12 16:04:13.1105940
544,2016-02-12 13:16:10.3426310,2016-02-12 16:04:13.1105940
545,2016-02-12 13:24:10.7812560,2016-02-12 21:53:45.2923740
546,2016-02-12 14:03:09.2318600,2016-02-12 17:41:17.3916200
547,2016-02-12 14:48:10.8439280,2016-02-12 16:09:04.0555600
548,2016-02-12 16:02:11.4021940,2016-02-12 17:56:44.7926870
549,2016-02-12 16:10:15.2572260,2016-02-12 17:57:46.5016900
550,2016-02-12 18:03:09.3863440,2016-02-12 21:54:37.9642680
551,2016-02-12 19:02:10.6948300,2016-02-12 21:59:09.9257680
552,2016-02-12 19:04:10.7528360,2016-02-12 22:00:25.4514170
553,2016-02-12 22:19:07.7623120,2016-02-13 11:36:51.5432080
554,2016-02-13 00:04:10.6747270,2016-02-13 17:40:46.8722320
555,2016-02-13 07:13:08.0992800,2016-02-13 11:40:11.4942480
556,2016-02-13 08:32:10.3835690,2016-02-13 11:41:42.0924750
557,2016-02-13 08:35:11.3326180,2016-02-13 11:44:36.1553660
558,2016-02-13 08:52:10.4739000,2016-02-13 11:46:13.4289850
559,2016-02-13 08:57:07.8085570,2016-02-13 11:49:33.2914170
560,2016-02-13 09:07:08.4938740,2016-02-13 11:48:08.9052800
561,2016-02-13 09:43:07.8655240,2016-02-13 11:51:43.9327050
562,2016-02-13 09:58:10.8119880,
563,2016-02-13 10:21:07.7927740,2016-02-13 17:13:35.8309030
564,2016-02-13 10:25:09.9736800,
565,2016-02-13 11:15:11.2307420,
566,2016-02-13 11:16:11.6426270,2016-02-13 13:51:09.6268550
567,2016-02-13 11:28:12.3069920,2016-02-13 12:17:27.6823270
568,2016-02-13 11:37:07.8598500,2016-02-13 13:56:55.9137510
569,2016-02-13 11:55:09.4685300,
570,2016-02-13 12:40:14.9001010,2016-02-13 17:26:47.3095720
571,2016-02-13 12:41:08.4252320,2016-02-13 17:29:27.4184780
572,2016-02-13 12:52:11.3212000,2016-02-13 16:14:28.1378380
573,2016-02-13 12:59:07.8165320,2016-02-13 13:51:58.5030890
574,2016-02-13 13:17:08.6685220,2016-02-13 16:47:08.3802160
575,2016-02-13 13:23:08.8123810,2016-02-13 16:03:31.6544980
576,2016-02-13 13:25:11.8114330,2016-02-13 16:07:03.1202310
577,2016-02-13 13:51:08.8496110,2016-02-13 16:56:23.9059080
578,2016-02-13 14:17:10.0395190,2016-02-13 16:48:27.1996730
579,2016-02-13 14:48:10.6477910,2016-02-13 17:04:22.7082770
580,2016-02-13 14:53:08.3560080,2016-02-14 16:00:56.1293660
581,2016-02-05 21:21:09.5037300,2016-02-06 09:39:27.4985410
582,2016-02-13 15:09:07.8675300,2016-02-13 17:38:34.4018250
583,2016-02-13 15:18:10.9295600,2016-02-15 15:29:56.1884310
584,2016-02-13 15:55:10.5537570,2016-02-13 17:10:13.0523250
585,2016-02-13 16:37:08.1000950,
586,2016-02-13 16:41:07.7005150,2016-02-13 18:46:19.9297360
587,2016-02-13 16:42:10.8928710,2016-02-18 13:41:56.3522780
588,2016-02-13 17:00:15.8933490,2016-02-13 18:44:06.1720650
589,2016-02-13 17:18:10.5215160,2016-02-13 18:59:10.1556180
590,2016-02-13 18:14:11.0299460,2016-02-14 16:06:43.0354150
591,2016-02-13 18:16:10.7338910,2016-02-14 16:08:48.9751800
592,2016-02-13 18:18:10.1502720,2016-02-13 19:01:46.4382790
593,2016-02-13 18:25:10.5660440,2016-02-14 04:41:04.1238070
594,2016-02-13 18:32:10.7474300,2016-02-14 16:11:15.1421400
595,2016-02-13 19:06:10.6010600,2016-02-14 15:15:50.2298170
596,2016-02-13 19:13:08.9815430,2016-02-14 04:48:44.1980800
597,2016-02-13 19:13:14.6793320,2016-02-14 16:14:09.8683480
598,2016-02-13 19:16:56.2987840,2016-02-14 16:29:36.6115390
599,2016-02-13 19:36:11.0495560,2016-02-14 04:50:35.1821960
600,2016-02-13 19:54:10.2628710,2016-02-14 16:27:12.9111830
601,2016-02-13 20:53:08.1631660,2016-02-15 17:00:38.7687720
602,2016-02-13 20:55:09.5845420,2016-02-14 05:00:50.5921800
603,2016-02-13 21:15:10.5074850,2016-02-14 04:53:06.5690700
604,2016-02-13 21:54:11.2571670,2016-02-14 05:06:21.5269880
605,2016-02-13 21:59:07.4807770,
606,2016-02-13 22:06:10.8024330,
607,2016-02-13 22:45:10.4967810,2016-02-14 05:13:10.9963770
608,2016-02-13 22:55:09.6081350,2016-02-14 15:44:34.1239310
609,2016-02-13 23:17:08.3514230,2016-02-14 05:15:43.9054120
610,2016-02-13 23:50:15.0282300,2016-02-15 16:34:46.1993190
611,2016-02-14 01:57:07.4508990,2016-02-14 15:55:03.8586830
612,2016-02-14 03:55:09.5020700,2016-02-14 15:59:26.5817820
613,2016-02-14 08:23:07.8766750,2016-02-14 16:36:31.7897740
614,2016-02-14 09:10:14.4541020,2016-02-14 17:07:08.9250810
615,2016-02-14 09:58:10.0329960,2016-02-14 16:52:09.4414600
616,2016-02-14 10:00:18.8210670,2016-02-15 09:14:20.0259610
617,2016-02-14 10:06:16.7065530,2016-02-14 17:09:32.5506020
618,2016-02-14 10:18:10.7538740,2016-02-14 17:13:30.6784060
619,2016-02-14 10:34:10.4249490,2016-02-14 17:17:20.4479580
620,2016-02-14 11:05:12.3961540,
621,2016-02-14 11:16:10.0481890,2016-02-14 17:29:30.6004190
622,2016-02-14 11:40:15.1405900,2016-02-14 17:22:33.7581320
623,2016-02-14 11:53:09.1579560,
624,2016-02-14 12:43:08.1888390,2016-02-14 17:27:22.5501100
625,2016-02-14 12:50:14.3128730,2016-02-14 17:42:55.2864010
626,2016-02-14 13:20:15.0354920,2016-02-14 17:44:07.2593880
627,2016-02-14 14:21:08.1593720,2016-02-14 19:38:42.4729050
628,2016-02-14 15:11:08.6353660,2016-02-15 17:31:08.2579050
629,2016-02-14 15:15:10.9733610,2016-02-14 17:39:18.1308200
630,2016-02-14 15:16:10.7706100,2016-02-14 17:41:00.2800710
631,2016-02-14 15:49:08.3557440,
632,2016-02-14 17:15:11.2035970,2016-02-16 09:14:53.7373620
633,2016-02-14 17:50:14.4826440,2016-02-15 09:26:28.3417790
634,2016-02-14 18:08:09.9595990,2016-02-15 09:18:11.5759220
635,2016-02-14 21:00:15.5543780,
636,2016-02-14 21:59:08.5128760,2016-02-15 09:31:56.0477130
637,2016-02-14 22:59:08.0621260,2016-02-15 09:35:08.9561000
638,2016-02-14 23:42:10.9807730,2016-02-16 20:14:51.4544860
639,2016-02-15 00:03:07.8717410,2016-02-15 09:39:05.6858800
640,2016-02-15 01:30:16.5845870,2016-02-16 20:28:00.5765580
641,2016-02-15 03:21:07.7424140,2016-02-15 09:52:51.7954710
642,2016-02-15 07:28:10.6129500,2016-02-15 09:58:57.8960620
643,2016-02-15 07:36:10.5916270,
644,2016-02-09 22:09:37.3192390,
645,2016-02-15 08:20:15.0710310,2016-02-15 10:20:56.9679130
646,2016-02-15 08:27:07.6666760,2016-02-15 10:35:29.7495600
647,2016-02-15 08:31:09.9041190,2016-02-15 10:17:55.4524400
648,2016-02-15 08:47:08.6592770,2016-02-15 15:32:08.2963910
649,2016-02-15 08:52:12.7503950,
650,2016-02-15 08:54:12.2453830,
651,2016-02-15 09:23:10.4934940,
652,2016-02-15 09:50:15.7239850,
653,2016-02-15 09:53:12.1065120,2016-02-17 20:55:06.0625480
654,2016-02-15 10:03:15.2398930,2016-02-15 15:36:54.1572510
655,2016-02-15 10:04:12.0579320,
656,2016-02-15 10:23:10.9039890,2016-02-15 15:33:32.6901610
657,2016-02-15 11:00:18.0227930,2016-02-17 20:56:26.5382970
658,2016-02-15 11:02:12.0789470,2016-02-16 20:36:43.1035810
659,2016-02-15 11:15:28.5597000,2016-02-15 15:48:34.6681300
660,2016-02-15 12:53:09.3934340,2016-02-15 15:57:55.7928960
661,2016-02-15 13:39:08.1054310,
662,2016-02-15 14:04:13.1753170,2016-02-24 00:04:42.6618460
663,2016-02-15 14:29:11.8942190,2016-02-15 16:13:12.6243770
664,2016-02-15 14:53:09.1176510,2016-02-15 18:01:47.5873220
665,2016-02-15 15:02:33.6027650,2016-02-16 11:01:34.8215550
666,2016-02-15 15:42:11.9344530,2016-02-15 20:36:16.1496130
667,2016-02-15 16:00:18.1108660,
668,2016-02-15 16:04:11.6168140,2016-02-16 11:06:02.1620870
669,2016-02-15 16:04:17.4728970,2016-02-16 11:12:02.1027660
670,2016-02-15 16:07:13.7630450,
671,2016-02-15 16:35:12.6393900,2016-02-16 11:10:24.7597010
672,2016-02-15 16:38:10.6664880,2016-02-15 20:39:24.4177180
673,2016-02-15 17:08:10.1048230,2016-02-16 09:02:33.8410420
674,2016-02-15 17:40:14.3413750,
675,2016-02-15 18:03:49.6582200,
676,2016-02-15 18:18:10.8262370,2016-02-16 09:05:50.5076630
677,2016-02-15 18:35:09.4664550,2016-02-16 14:18:07.4743770
678,2016-02-15 20:09:08.7150060,2016-02-16 14:58:10.1707530
679,2016-02-15 20:18:10.2636570,2016-02-16 14:35:14.5057000
680,2016-02-15 20:18:16.5042190,2016-02-16 15:09:56.0047200
681,2016-02-15 20:40:15.2200560,2016-03-03 20:39:40.3947010
682,2016-02-15 20:53:07.9048460,2016-02-16 11:27:59.8170420
683,2016-02-15 21:08:11.2183490,
684,2016-02-15 21:14:11.6170760,2016-02-16 09:37:29.0879880
685,2016-02-15 21:20:15.2065690,
686,2016-02-15 21:39:08.0840540,2016-02-16 19:08:01.5368050
687,2016-02-15 21:48:11.0709140,2016-02-16 14:56:20.4197310
688,2016-02-15 21:48:17.2330830,2016-02-16 16:09:30.3827770
689,2016-02-15 22:15:10.4799100,
690,2016-02-15 22:43:07.6773510,2016-02-16 16:06:54.1706520
691,2016-02-15 22:47:07.6934710,
692,2016-02-15 23:26:11.1583280,2016-02-19 17:00:21.7951920
693,2016-02-16 01:41:07.6563210,
694,2016-02-16 02:02:10.4068190,2016-02-16 17:19:09.2347560
695,2016-02-16 03:05:10.2421880,
696,2016-02-16 04:39:08.3922630,2016-02-17 20:59:51.9438780
697,2016-02-16 06:23:09.6246590,2016-02-16 09:17:01.0103320
698,2016-02-16 06:23:18.7098790,2016-02-16 09:28:10.3939110
699,2016-02-16 08:16:21.5676300,
700,2016-02-16 08:17:19.8807380,2016-02-16 18:32:30.6204600
701,2016-02-16 08:22:16.2893080,2016-02-16 10:03:13.1711740
702,2016-02-16 08:28:19.8533130,2016-02-17 21:15:56.2391120
703,2016-02-16 09:12:14.2678620,
704,2016-02-16 10:12:11.7130240,2016-02-16 14:25:26.0266920
705,2016-02-16 10:21:10.0776360,2016-02-16 18:34:45.5146380
706,2016-02-16 11:29:11.5336450,2016-02-16 18:37:24.9025710
707,2016-02-16 11:44:14.9686780,
708,2016-02-16 12:23:08.7487390,2016-02-16 19:10:08.2328490
709,2016-02-16 13:32:23.7372270,2016-02-16 18:50:12.3534930
710,2016-02-16 13:44:13.3697550,2016-02-16 19:01:47.6287330
711,2016-02-16 14:02:12.9870920,2016-02-16 18:55:36.1544150
712,2016-02-16 14:09:08.4944340,2016-02-17 12:05:37.0895210
713,2016-02-16 14:22:11.5519500,2016-02-16 18:54:18.9783380
714,2016-02-16 14:33:29.0154850,2016-02-16 18:57:22.6195460
715,2016-02-16 14:35:10.7606930,2016-02-16 19:04:31.2441510
716,2016-02-16 14:39:08.9230070,
717,2016-02-16 15:29:18.9228030,2016-02-16 18:47:46.8483070
718,2016-02-16 16:24:10.7644360,2016-02-17 16:56:33.0254800
719,2016-02-16 16:38:10.7403960,2016-02-16 20:39:06.5180360
720,2016-02-16 16:41:08.5781530,2016-02-18 19:16:12.2112540
721,2016-02-16 16:50:15.0720960,2016-02-16 20:42:04.9978710
722,2016-02-16 16:55:13.0463800,
723,2016-02-16 16:57:04.8377170,2016-02-17 11:39:00.2620150
724,2016-02-16 17:05:11.0524790,2016-02-17 11:25:48.6603070
725,2016-02-16 17:07:07.7980260,2016-02-17 11:41:17.0418900
726,2016-02-16 17:13:07.8861970,
727,2016-02-16 18:01:08.2719740,2016-02-17 10:54:49.0202640
728,2016-02-16 18:20:14.5013600,2016-02-17 11:43:41.1386410
729,2016-02-16 18:23:08.8294990,2016-02-17 11:44:54.2898570
730,2016-02-16 18:24:11.2661220,2016-02-17 12:03:40.3141600
731,2016-02-16 18:28:10.8410740,2016-02-17 21:02:35.6384010
732,2016-02-16 18:56:11.4785430,2016-02-17 21:00:40.5056220
733,2016-02-16 19:00:26.3104420,2016-02-17 11:50:30.2553750
734,2016-02-16 19:20:16.2301900,2016-02-17 10:56:51.5467320
735,2016-02-16 20:02:11.8385360,2016-02-17 10:58:36.0028660
736,2016-02-16 20:13:08.2775760,2016-02-17 21:01:43.8547430
737,2016-02-16 21:15:10.5379750,2016-02-17 11:00:47.4867910
738,2016-02-16 21:33:08.3075050,2016-02-17 11:03:37.5971940
739,2016-02-16 21:42:10.8857980,2016-02-17 11:51:20.0573660
740,2016-02-16 21:49:08.1594350,2016-02-17 11:54:32.3193850
741,2016-02-16 21:50:15.3212240,2016-02-17 11:06:34.7409620
742,2016-02-16 21:51:08.3223630,2016-02-17 11:09:08.5584550
743,2016-02-16 22:03:07.9499820,
744,2016-02-16 22:16:10.8907870,2016-02-17 11:15:02.5790370
745,2016-02-16 22:37:08.3854020,
746,2016-02-16 23:06:11.8362430,2016-02-17 11:24:36.9100150
747,2016-02-16 23:22:10.3487760,2016-02-17 12:07:31.4154960
748,2016-02-16 23:37:08.7356450,2016-02-17 11:21:44.5563960
749,2016-02-16 23:39:07.4961480,2016-02-17 11:25:08.9171060
750,2016-02-17 00:10:15.9470720,
751,2016-02-17 00:46:10.7110030,2016-02-17 11:11:00.1779840
752,2016-02-17 01:52:10.5124530,2016-02-17 11:12:25.1901980
753,2016-02-17 02:03:09.0451600,
754,2016-02-17 02:33:08.4670280,2016-02-17 12:17:03.6896770
755,2016-02-17 07:12:13.7337890,2016-02-17 18:39:08.7862980
756,2016-02-17 07:18:12.9278540,2016-02-17 18:49:15.2270570
757,2016-02-17 08:29:16.2799420,2016-02-17 18:51:48.7866750
758,2016-02-17 08:40:16.9490180,2016-02-17 18:56:49.8224510
759,2016-02-17 09:05:11.2299650,2016-02-17 18:53:20.5413990
760,2016-02-17 09:18:13.7292770,2016-02-17 18:58:38.9555600
761,2016-02-17 09:51:10.1906490,2016-02-17 19:12:40.3732310
762,2016-02-17 09:53:11.1942860,2016-02-17 19:14:45.5271530
763,2016-02-17 09:58:11.9107260,2016-02-18 17:34:39.1488760
764,2016-02-17 10:08:08.0150500,2016-02-17 19:00:48.2818160
765,2016-02-17 10:44:16.6467480,2016-02-17 19:30:25.3142960
766,2016-02-17 11:09:07.8900010,
767,2016-02-17 11:18:12.6317960,2016-02-17 19:33:05.3459080
768,2016-02-17 11:26:15.0097710,2016-02-17 19:35:05.0174260
769,2016-02-17 11:38:13.9057700,
770,2016-02-17 11:58:10.6901790,
771,2016-02-17 12:25:15.2448560,2016-02-17 19:37:41.9183370
772,2016-02-17 12:54:12.7124630,2016-02-17 19:39:19.8801410
773,2016-02-17 13:18:20.4584820,
774,2016-02-17 13:59:11.1210630,2016-02-18 17:37:45.0380510
775,2016-02-17 13:59:29.9618390,2016-02-17 19:48:11.8781770
776,2016-02-17 14:14:11.8867150,2016-02-17 20:02:36.2091630
777,2016-02-17 15:53:11.4617720,
778,2016-02-17 15:57:14.4806170,2016-02-17 20:47:27.4340570
779,2016-02-17 16:12:10.8423850,2016-02-18 12:16:48.6990790
780,2016-02-17 16:17:10.3902520,2016-02-17 20:24:46.9542520
781,2016-02-17 16:22:12.9218160,2016-02-18 15:49:00.4388450
782,2016-02-17 16:31:07.8642700,2016-02-18 12:25:35.1716460
783,2016-02-17 16:58:10.5941780,2016-02-18 12:41:21.1903010
784,2016-02-17 17:21:27.2550110,2016-02-18 12:30:47.2403970
785,2016-02-17 17:53:08.0125460,2016-02-18 13:00:03.6494680
786,2016-02-17 19:35:12.3081450,2016-02-18 13:07:33.8385390
787,2016-02-17 19:39:12.5586510,2016-02-18 13:32:44.8007670
788,2016-02-17 20:27:10.8133940,
789,2016-02-17 20:44:10.7256450,2016-02-18 13:34:38.0461340
790,2016-02-17 20:57:07.6491340,2016-02-18 13:36:36.3351560
791,2016-02-17 21:03:08.3408060,2016-02-18 13:39:10.9348730
792,2016-02-17 21:18:10.8747800,2016-02-18 14:33:58.3734280
793,2016-02-17 21:20:15.6709090,
794,2016-02-17 21:36:11.5688910,
795,2016-02-17 21:42:15.5747570,2016-02-18 14:57:20.7722460
796,2016-02-17 21:43:07.7400490,2016-02-18 14:31:39.1742630
797,2016-02-17 21:44:11.1098400,2016-02-18 13:46:51.0756280
798,2016-02-17 21:45:11.5222180,2016-02-18 14:12:05.2788210
799,2016-02-17 22:05:09.5017040,2016-02-18 14:35:12.3745030
800,2016-02-17 22:54:11.0979230,2016-02-18 15:46:37.6469560
801,2016-02-17 22:58:10.5444530,2016-02-18 16:03:52.1800830
802,2016-02-17 23:04:10.7533130,2016-02-18 16:32:58.3149260
803,2016-02-17 23:08:10.5943310,2016-02-18 16:37:25.9868580
804,2016-02-17 23:45:11.0824670,2016-02-19 14:04:20.0887470
805,2016-02-17 23:55:10.0803790,2016-02-18 15:08:23.0484730
806,2016-02-18 00:24:11.3254800,2016-02-18 15:04:15.0263930
807,2016-02-18 01:05:10.2991440,2016-02-18 15:30:54.1653120
808,2016-02-18 01:50:18.1724640,2016-02-19 11:31:17.2535200
809,2016-02-18 02:30:15.6222380,
810,2016-02-18 06:02:11.8175610,2016-02-18 15:33:26.0789220
811,2016-02-18 07:59:13.4015430,2016-02-18 16:47:19.4277550
812,2016-02-18 08:02:13.1597180,2016-02-18 17:00:14.6691170
813,2016-02-18 08:17:09.6141930,2016-02-19 10:07:03.6415520
814,2016-02-18 08:37:11.7948430,
815,2016-02-18 08:49:12.0564140,2016-02-18 18:05:44.3136620
816,2016-02-18 09:02:13.3215610,2016-02-19 11:29:13.6983870
817,2016-02-18 09:11:13.9233980,2016-02-18 18:36:37.7291020
818,2016-02-18 09:44:13.0176810,2016-02-18 18:54:09.4250800
819,2016-02-18 10:39:13.3091500,2016-02-18 19:08:41.0902780
820,2016-02-02 19:26:15.4736190,2016-02-03 09:17:58.4354430
821,2016-02-18 11:29:11.5343470,2016-02-18 16:50:47.8034320
822,2016-02-18 12:37:08.5796500,2016-02-19 17:28:01.2455320
823,2016-02-18 12:40:21.4870420,
824,2016-02-18 13:02:13.8719870,2016-02-18 19:10:46.7356380
825,2016-02-18 13:24:12.4056380,2016-02-18 19:23:10.2108530
826,2016-02-18 13:26:13.5150210,2016-02-18 19:25:37.4288450
